brand,source,date,combined_text,cleaned_text,title,url,finbert_label,finbert_confidence,topic,topic_confidence,sentiment_score,weighted_sentiment,funding,discounts,technology,logistics,customer_complaints,expansion,competition,partnership,other,topic_concentration,external_trend_score,trend_score,trend_velocity,trend_acceleration,trend_sentiment_signal,final_trend_score
bigbasket,The Times of India,2026-03-13,"Flipkart, Amazon expand dark stores as profit check slows quick commerce majors The quick-commerce foray of Flipkart and Amazon appears to have coincided with the profitability check at pioneers in this space -Swiggy and IPO-bound Zepto – and amid a broader debate over employment conditions in the last-mile, instant delivery revenue stre…",flipkart amazon expand dark stores profit check slows quick commerce majors quickcommerce foray flipkart amazon appears coincided profitability check pioneers space swiggy ipobound zepto amid broader debate employment conditions lastmile instant delivery revenue stre,"Flipkart, Amazon expand dark stores as profit check slows quick commerce majors",https://economictimes.indiatimes.com/tech/technology/flipkart-amazon-expand-dark-stores-as-profit-check-slows-quick-commerce-majors/articleshow/129517458.cms,negative,0.6295596957206726,logistics,1.0,-1,-0.6295596957206726,0,0,0,1,0,0,0,0,0,0.1954220291755751,0.4545424309889864,0.39507338404655457,-0.10492661595344543,-0.10492661595344543,0.06605756841265098,0.4307548122120136
bigbasket,Livemint,2026-03-16,"From Buddha rice to zero-pesticide chana: How farmer-run companies are finding their edge Tired of being at the mercy of traders, some small farmers are flipping the script. Through farmer producer organizations and niche produce, they’re evolving from price-takers into savvy board members. Discover the grit behind India’s agrarian business revolu…",buddha rice zeropesticide chana farmerrun companies finding edge tired mercy traders small farmers flipping script farmer producer organizations niche produce theyre evolving pricetakers savvy board members discover grit behind indias agrarian business revolu,From Buddha rice to zero-pesticide chana: How farmer-run companies are finding their edge,https://www.livemint.com/industry/agriculture/india-farmer-producer-organizations-fpo-success-stories-11773655634024.html,neutral,0.8698387145996094,other,0.8,0,0.0,0,0,0,0,0,0,0,0,1,0.44680620780467867,0.4978321863212708,0.39507338404655457,0.0,0.10492661595344543,0.0,0.45672866541138435
bigbasket,Livemint,2026-03-26,"Why gated societies are the new growth engine for brands in India As digital advertising grows costlier and less efficient, brands are turning to gated communities to reach affluent consumers, improve targeting, and drive repeat purchases through hyperlocal engagement.",gated societies new growth engine brands india digital advertising grows costlier less efficient brands turning gated communities reach affluent consumers improve targeting drive repeat purchases hyperlocal engagement,Why gated societies are the new growth engine for brands in India,https://www.livemint.com/industry/why-quick-commerce-fmcg-brands-are-targeting-gated-communities-11774419348769.html,neutral,0.62900310754776,other,0.8,0,0.0,0,0,0,0,0,0,0,0,1,0.005211111497220654,0.3896077979905598,0.39507338404655457,0.0,0.0,0.0,0.3917940324129577
bigbasket,Livemint,2026-03-27,"Air India Express raises borrowing limit to ₹17,500 crore amid losses, turbulence Budget carrier raises debt ceiling to  ₹17,500 crore to manage cash flows and operations as losses widen and West Asia disruptions hit performance.",air india express raises borrowing limit crore amid losses turbulence budget carrier raises debt ceiling crore manage cash flows operations losses widen west asia disruptions hit performance,"Air India Express raises borrowing limit to ₹17,500 crore amid losses, turbulence",https://www.livemint.com/companies/air-india-express-raises-borrowing-limit-rs17500-crore-losses-widen-11774580755785.html,negative,0.5830585360527039,technology,1.0,-1,-0.5830585360527039,0,0,1,0,0,0,0,0,0,0.15697472082185235,0.3852788224573314,0.4028235773245494,0.00775019327799481,0.00775019327799481,-0.00451881634679316,0.3922967244042186
blinkit,The Times of India,2026-03-18,"Early summer heat drives D2C and quick commerce demand for essentials Typically, the peak season for brands selling beverages and ice creams, this summer is expected to see a higher share of sales coming from quick commerce platforms, as these products are often impulse purchases that consumers prefer to have delivered quickly.",early summer heat drives dc quick commerce demand essentials typically peak season brands selling beverages ice creams summer expected see higher share sales coming quick commerce platforms products often impulse purchases consumers prefer delivered quickly,Early summer heat drives D2C and quick commerce demand for essentials,https://economictimes.indiatimes.com/tech/technology/early-summer-heat-drives-d2c-and-quick-commerce-demand-for-essentials/articleshow/129645527.cms,neutral,0.7650261521339417,discounts,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0.3708026611715324,0.4273182134574796,0.5,0.0,0.0,0.0,0.4563909280744878
blinkit,The Times of India,2026-03-20,"Eternal shares jump 3% from lows as Zomato hikes platform fee by Rs 2.4 per order Eternal shares surged 3% after Zomato increased its platform fee by Rs 2.40 per order, bringing it in line with rival Swiggy. This move follows a significant correction in Eternal's stock, which has underperformed broader indices over the past six months.",eternal shares jump lows zomato hikes platform fee rs per order eternal shares surged zomato increased platform fee rs per order bringing line rival swiggy move follows significant correction eternals stock underperformed broader indices past six months,Eternal shares jump 3% from lows as Zomato hikes platform fee by Rs 2.4 per order,https://economictimes.indiatimes.com/markets/stocks/news/eternal-shares-jump-3-from-lows-as-zomato-hikes-platform-fee-by-rs-2-4-per-order/articleshow/129698053.cms,negative,0.5008093118667603,competition,1.0,-1,-0.5008093118667603,0,0,0,0,0,0,1,0,0,0.17667577721288502,0.4335838764114016,0.37479767203330994,-0.12520232796669006,0.0,0.06270249171311448,0.4100693946601649
blinkit,BusinessLine,2026-03-23,"Broker’s Call: Eternal (Buy) We retain Buy with a TP of ₹415, as we value food delivery on 55x EV/EBITDA, Blinkit on 5x EV/gross profit and Going out / Hyper pure on 3x EV/Sales.",brokers call eternal buy retain buy tp value food delivery x evebitda blinkit x evgross profit going hyper pure x evsales,Broker’s Call: Eternal (Buy),https://www.thehindubusinessline.com/markets/brokers-call-eternal-buy/article70775255.ece,neutral,0.8894022107124329,discounts,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0.12817851782797157,0.4097743571864981,0.41653178135554,0.04173410932223004,0.1669364372889201,0.0,0.4124773268541148
blinkit,The Times of India,2026-03-24,"Eternal shares to rally till Rs 415 after platform fee hike? What Elara said Eternal shares gained after Elara Securities projected upside to Rs 415, citing a platform fee hike as a key margin driver. The brokerage believes the increase will boost take rates and EBITDA without impacting demand, while also providing a cushion against c…",eternal shares rally till rs platform fee hike elara said eternal shares gained elara securities projected upside rs citing platform fee hike key margin driver brokerage believes increase boost take rates ebitda without impacting demand also providing cushion c,Eternal shares to rally till Rs 415 after platform fee hike? What Elara said,https://economictimes.indiatimes.com/markets/stocks/news/eternal-shares-to-rally-till-rs-415-after-platform-fee-hike-what-elara-said/articleshow/129767224.cms,positive,0.9441710114479064,technology,1.0,1,0.9441710114479064,0,0,1,0,0,0,0,0,0,0.0,0.387217970552379,0.5738936165968577,0.1573618352413177,0.11562772591908765,0.1485764831430937,0.46188822897017046
blinkit,The Times of India,2026-03-30,"Content creator calls out 'expired' Rosier Foods malai paneer linked to Gaurav Taneja, ordered via Blinkit, says 'I take my words back...' A social media user on Instagram has voiced strong concerns after receiving expired malai paneer from Gaurav Taneja's Rosier Foods via Blinkit. This incident, following multiple deliveries of sour paneer, has ignited a debate on accountability between brands …",content creator calls expired rosier foods malai paneer linked gaurav taneja ordered via blinkit says take words back social media user instagram voiced strong concerns receiving expired malai paneer gaurav tanejas rosier foods via blinkit incident following multiple deliveries sour paneer ignited debate accountability brands,"Content creator calls out 'expired' Rosier Foods malai paneer linked to Gaurav Taneja, ordered via Blinkit, says 'I take my words back...'",https://economictimes.indiatimes.com/news/new-updates/content-creator-calls-out-expired-rosier-foods-malai-paneer-linked-to-gaurav-taneja-ordered-via-blinkit-says-i-take-my-words-back-/articleshow/129895713.cms,negative,0.9357181787490844,technology,1.0,-1,-0.9357181787490844,0,0,1,0,0,0,0,0,0,0.027644561766083334,0.2857142306988427,0.5014088054498037,-0.07248481114705396,-0.22984664638837166,0.06782535547349267,0.3719920605992271
delhivery,The Times of India,2026-03-18,"Delhivery announces economy air parcel service to UK, Canada, Australia Logistics firm Delhivery is expanding its international air parcel service. The service now reaches the UK, Canada, and Australia. This move aims to boost Indian MSME exports like apparel and electronics. New trade agreements are expected to drive this growth…",delhivery announces economy air parcel service uk canada australia logistics firm delhivery expanding international air parcel service service reaches uk canada australia move aims boost indian msme exports like apparel electronics new trade agreements expected drive growth,"Delhivery announces economy air parcel service to UK, Canada, Australia",https://economictimes.indiatimes.com/tech/startups/delhivery-announces-economy-air-parcel-service-to-uk-canada-australia/articleshow/129658533.cms,positive,0.9439005851745604,technology,1.0,1,0.9439005851745604,0,0,1,0,0,0,0,0,0,0.3708026611715324,0.700952688686957,0.9719502925872803,0.0,0.0,0.0,0.8093517302470863
delhivery,BusinessLine,2026-03-19,"Stock Market Highlights: Sensex plunges 2,496.89 points to settle at 74,207.24; Nifty tanks 775.65 points to 23,002.15 Sensex, Nifty Highlights on 19 March 2026: The Nifty 50 fell 3.26% to 23,002.15 points, while the BSE ‌Sensex also lost as much to settle at 74,207.24. The Indian rupee is expected to ‌fall past the 93 to dollar mark when ‌the ⁠local FX market opens after a d…",stock market highlights sensex plunges points settle nifty tanks points sensex nifty highlights march nifty fell points bse sensex also lost much settle indian rupee expected fall past dollar mark local fx market opens,"Stock Market Highlights: Sensex plunges 2,496.89 points to settle at 74,207.24; Nifty tanks 775.65 points to 23,002.15",https://www.thehindubusinessline.com/markets/stock-market-highlights-march-19-2026/article70757921.ece,negative,0.9614755511283876,other,0.8,-1,-0.9614755511283876,0,0,0,0,0,0,0,0,1,0.22717467620479642,0.7190479347264302,0.4956062585115433,-0.476344034075737,0.0,0.45799314268968866,0.6296712642404755
delhivery,Livemint,2026-03-19,"War slows IPOs, but startups keep bringing headquarters home Though geopolitical tensions are delaying IPO timelines, India’s tech startups are pressing ahead with plans to relocate their headquarters back home. Richer valuations, deep domestic liquidity, regulatory tailwinds and waning US listing appeal are driving th…",war slows ipos startups keep bringing headquarters home though geopolitical tensions delaying ipo timelines indias tech startups pressing ahead plans relocate headquarters back home richer valuations deep domestic liquidity regulatory tailwinds waning us listing appeal driving th,"War slows IPOs, but startups keep bringing headquarters home",https://www.livemint.com/companies/war-slows-ipos-but-startups-keep-bringing-headquarters-home-flipkart-zepto-phonepe-zomato-11773898353658.html,negative,0.4270030856132507,customer_complaints,1.0,-1,-0.4270030856132507,0,0,0,0,1,0,0,0,0,0.22717467620479642,0.7190479347264302,0.42590365807215375,-0.06970260043938953,0.40664143363634747,0.02976322546288685,0.6017902240647196
delhivery,BusinessLine,2026-03-20,"Share Market Highlights: Sensex, Nifty climb on IT rebound; rupee slips to 93.71/USD Sensex, Nifty updates on 20 March 2026:  BSE Sensex rose 326 pts to 74,533 and Nifty 50 gained 112 pts to 23,114, led by IT stocks, while the rupee fell 1.2% to 93.71/USD amid Iran war concerns.",share market highlights sensex nifty climb rebound rupee slips usd sensex nifty updates march bse sensex rose pts nifty gained pts led stocks rupee fell usd amid iran war concerns,"Share Market Highlights: Sensex, Nifty climb on IT rebound; rupee slips to 93.71/USD",https://www.thehindubusinessline.com/markets/stock-market-highlights-march-20-2026/article70762174.ece,negative,0.5364139676094055,technology,1.0,-1,-0.5364139676094055,0,0,1,0,0,0,0,0,0,0.17667577721288502,0.7276193670609175,0.1791845659414927,-0.24671909213066104,-0.1770164916912715,0.13234356709479836,0.5082454466131475
delhivery,BusinessLine,2026-03-21,"Six passive equity funds to buy the dip When markets are choppy, buying passive equity funds could be one of an easier route to capitalise on the fall. If sifting through 677 index funds and ETFs is daunting, here are six index funds you can start investing in, based on whether you are a newbie, an…",six passive equity funds buy dip markets choppy buying passive equity funds could one easier route capitalise fall sifting index funds etfs daunting six index funds start investing based whether newbie,Six passive equity funds to buy the dip,https://www.thehindubusinessline.com/portfolio/big-story/six-passive-equity-funds-to-buy-the-dip/article70761457.ece,neutral,0.905064821243286,funding,1.0,0,0.0,1,0,0,0,0,0,0,0,0,0.9999984630665361,0.7152384092444359,0.3394304911295573,0.1602459251880646,0.40696501731872564,0.0,0.5649152419984844
firstcry,Economictimes.com,2026-03-20,"Gainers & Losers: Firstcry, GMDC and Petronet LNG among 7 top movers on Friday Indian markets closed higher Friday, led by IT gains. Top movers: GMDC, Firstcry, Vodafone Idea, Happiest Minds, HDFC Bank, Acme Solar, and Petronet LNG.",gainers losers firstcry gmdc petronet lng among top movers friday indian markets closed higher friday led gains top movers gmdc firstcry vodafone idea happiest minds hdfc bank acme solar petronet lng,"Gainers & Losers: Firstcry, GMDC and Petronet LNG among 7 top movers on Friday",https://m.economictimes.com/markets/stocks/news/gainers-amp-losers-firstcry-gmdc-and-petronet-lng-among-7-top-movers-on-friday/slideshow/129700435.cms,positive,0.9289515614509584,technology,1.0,1,0.9289515614509584,0,0,1,0,0,0,0,0,0,0.17667577721288502,0.075396695138625,0.9644757807254791,0.0,0.0,0.0,0.43102832937336666
firstcry,The Times of India,2026-03-20,"Tears of joy: Firstcry shares soar 20% but stock still 47% lower from IPO price Firstcry operator Brainbees Solutions shares surged 20% amid heavy volumes, recovering after recent declines. Despite the rally, the stock remains 47% below its IPO price. The company’s expansion into quick delivery and recent financial performance continue t…",tears joy firstcry shares soar stock still lower ipo price firstcry operator brainbees solutions shares surged amid heavy volumes recovering recent declines despite rally stock remains ipo price companys expansion quick delivery recent financial performance continue,Tears of joy: Firstcry shares soar 20% but stock still 47% lower from IPO price,https://economictimes.indiatimes.com/markets/stocks/news/tears-of-joy-firstcry-shares-soar-20-but-stock-still-47-lower-from-ipo-price/articleshow/129698004.cms,positive,0.8231878876686096,logistics,1.0,1,0.8231878876686096,0,0,0,1,0,0,0,0,0,0.17667577721288502,0.075396695138625,0.938034862279892,-0.026440918445587158,0.0,-0.02176584380324087,0.4204519619951318
firstcry,The Times of India,2026-03-22,"Ahead of Market: 10 things that will decide stock market action on Monday Indian markets rose, led by IT, auto, and metal stocks, while banking weakness limited gains. Analysts indicate short-term pullbacks, with global tensions and weak US-European markets keeping investors cautious.",ahead market things decide stock market action monday indian markets rose led auto metal stocks banking weakness limited gains analysts indicate shortterm pullbacks global tensions weak useuropean markets keeping investors cautious,Ahead of Market: 10 things that will decide stock market action on Monday,https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-market-action-on-monday/articleshow/129730838.cms,negative,0.6942040920257568,technology,1.0,-1,-0.6942040920257568,0,0,1,0,0,0,0,0,0,0.9999984630665361,0.075396695138625,0.6763225595156351,-0.26171230276425683,-0.23527138431866967,0.18168175151243088,0.31576704088942903
firstcry,Economictimes.com,2026-03-23,"Gainers & Losers: HDFC Bank, Gujarat Alkalies among 6 top movers on Monday HDFC Bank, Hindustan Zinc, and FirstCry led the market decline, while Gujarat Alkalies and HCL Technologies gained amid sharp index movements on Monday.",gainers losers hdfc bank gujarat alkalies among top movers monday hdfc bank hindustan zinc firstcry led market decline gujarat alkalies hcl technologies gained amid sharp index movements monday,"Gainers & Losers: HDFC Bank, Gujarat Alkalies among 6 top movers on Monday",https://m.economictimes.com/markets/stocks/news/gainers-amp-losers-hdfc-bank-gujarat-alkalies-among-6-top-movers-on-monday/slideshow/129753297.cms,positive,0.9380955696105956,technology,1.0,1,0.9380955696105956,0,0,1,0,0,0,0,0,0,0.12817851782797157,0.0734125715823454,0.6778465608755747,0.0015240013599395752,0.2632363041241964,0.001429658923839838,0.3151861672996371
